GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cz06g21120	EC:2.5.1.54	GO:0003849 GO:0009073	AT4G39980	(1 of 1) PTHR21337:SF32 - PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE 1, CHLOROPLASTIC	Chloroplast_Function
Cz06g21130			AT5G25080	(1 of 1) K12592 - exosome complex protein LRP1 (C1D, LRP1)	RNA_Degradation
Cz06g21140		GO:0003824 GO:0005975 GO:0030246	AT5G66530	(1 of 1) PTHR11122:SF39 - GLUCOSE-6-PHOSPHATE 1-EPIMERASE	Glycolysis
Cz06g21150	EC:3.6.3.8	GO:0000166 GO:0005215 GO:0005524 GO:0016020 GO:0016887	AT1G07810	(1 of 2) PTHR42861:SF4 - CALCIUM-TRANSPORTING ATPASE 1, ENDOPLASMIC RETICULUM-TYPE-RELATED	Calcium_Transport
Cz06g21160	EC:2.3.2.23		AT1G63800	(1 of 3) K10576 - ubiquitin-conjugating enzyme E2 H (UBE2H, UBC8)	Ubiquitin_Proteasome
Cz06g21170	EC:3.6.3.47	GO:0005524 GO:0015833 GO:0016020 GO:0016887 GO:0055085 GO:0140359 GO:1904680	AT1G54350	(1 of 1) PTHR11384:SF59 - ATP-BINDING CASSETTE SUB-FAMILY D MEMBER	Unknown
Cz06g21190			AT3G63490	(1 of 1) K02863 - large subunit ribosomal protein L1 (RP-L1, MRPL1, rplA)	Translation
Cz06g21200			AT3G63490	(1 of 1) K02863 - large subunit ribosomal protein L1 (RP-L1, MRPL1, rplA)	Translation
Cz06g21210		GO:0005515 GO:0008270	AT3G54780	(1 of 1) PF00092//PF13639//PF14624 - von Willebrand factor type A domain (VWA) // Ring finger domain (zf-RING_2) // VWA / Hh protein intein-like (Vwaint)	Unknown
Cz06g21220	EC:2.3.2.26	GO:0004842	AT1G55860	(1 of 2) K10592 - E3 ubiquitin-protein ligase HUWE1 (HUWE1, MULE, ARF-BP1)	Auxin_IAA
Cz06g21230			AT5G04990	(1 of 1) PTHR12911:SF8 - KLAROID-RELATED	Unknown
Cz06g21240					Unknown
Cz06g21250		GO:0005515	AT2G20540	(1 of 210) 1.9.3.1 - cytochrome-c oxidase. / Warburg's respiratory enzyme.	Mitochondrial_ETC
Cz06g21260					Unknown
Cz06g21270		GO:0016020	AT4G14305	(1 of 1) PTHR11266:SF17 - PROTEIN MPV17	Unknown
Cz06g21280		GO:0016255 GO:0042765	AT3G07140	(1 of 1) K05292 - phosphatidylinositol glycan, class T (PIGT)	Phospholipid_Biosynthesis
Cz06g21290	EC:6.3.5.7		AT3G25660	(1 of 1) K02433 - aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A (gatA, QRSL1)	Asparagine
Cz06g21300	EC:2.7.8.41	GO:0008654 GO:0016020 GO:0016780	AT4G04870	(1 of 1) 2.7.8.41 - cardiolipin synthase (CMP-forming). / cardiolipin synthase (CMP-forming).	Cardiolipin_Metabolism
Cz06g21310		GO:0003676 GO:0003723	AT5G66010	(1 of 1) PTHR13976:SF71 - RNA-BINDING (RRM_RBD_RNP MOTIFS) FAMILY PROTEIN	Molybdenum_Cofactor
Cz06g21320		GO:0051225 GO:0070652	AT5G38880	(1 of 1) PF14817 - HAUS augmin-like complex subunit 5 (HAUS5)	Gamma_Tubulin_Centrosome
Cz06g22010					Unknown
Cz06g22020	EC:2.5.1.18				Unknown
Cz06g22030	EC:2.3.1.158 EC:2.3.1.20	GO:0008374 GO:0016746	AT3G51520	(1 of 1) K14457 - 2-acylglycerol O-acyltransferase 2 (MOGAT2, MGAT2)	Unknown
Cz06g22040			AT1G20080	(1 of 1) PTHR10774:SF224 - SYNAPTOTAGMIN-2	Unknown
Cz06g22050	EC:5.3.3.5		AT1G20050	(1 of 1) K01824 - cholestenol delta-isomerase (EBP)	Sterol_Biosynthesis
Cz06g22060	EC:3.2.1.4	GO:0004553 GO:0071704			Unknown
Cz06g22070					Unknown
Cz06g22080					Unknown
Cz06g22090		GO:0006406 GO:0008541 GO:0043248			Unknown
Cz06g22100		GO:0005515	AT5G56130	(1 of 1) K12880 - THO complex subunit 3 (THOC3)	mRNA_Export
Cz06g22110	EC:1.3.3.3	GO:0004109 GO:0006779	AT1G03475	(1 of 2) 1.3.3.3 - coproporphyrinogen oxidase. / Coproporphyrinogen-III oxidase.	Heme_Porphyrin
Cz06g22120					Unknown
Cz06g22130					Unknown
Cz06g22140	EC:3.6.4.13	GO:0000184 GO:0003723 GO:0003724 GO:0004386 GO:0005524 GO:0005737 GO:0008270 GO:0016887	AT5G47010	(1 of 1) PTHR10887:SF364 - REGULATOR OF NONSENSE TRANSCRIPTS 1	RNA_Splicing
Cz06g22150					Unknown
Cz06g22160	EC:1.11.2.3	GO:0005509	AT2G33380	(1 of 1) PTHR31495:SF48 - PEROXYGENASE 3-RELATED	Unknown
Cz06g22170	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G04700	(1 of 1) PTHR23257:SF944 - PB1 DOMAIN-CONTAINING PROTEIN TYROSINE KINASE	Tyrosine
Cz06g22180					Unknown
Cz06g22190	EC:1.1.1.105 EC:1.1.1.300		AT4G09750	(1 of 1) K11168 - dehydrogenase/reductase SDR family member 12 (DHRS12)	Redox_Metabolism
Cz06g22200	EC:4.1.99.3		AT5G24850	(1 of 1) PTHR11455:SF22 - CRYPTOCHROME DASH	Light_Signaling
Cz06g22210		GO:0016020 GO:0022857 GO:0055085	AT3G19940	(1 of 1) PTHR23500:SF584 - SUGAR TRANSPORT PROTEIN 10	Sugar_Transport
Cz06g22220			AT1G53540	(1 of 2) PTHR11527:SF279 - 17.4 KDA CLASS I HEAT SHOCK PROTEIN-RELATED	Chaperone
Cz06g22230					Unknown
Cz06g22240					Unknown
Cz06g22250	EC:2.7.7.49 EC:2.7.7.7 EC:3.1.26.4	GO:0003676 GO:0015074	ATMG00860	(1 of 1) PTHR45643:SF7 - REVERSE TRANSCRIPTASE RNASE H-LIKE DOMAIN-CONTAINING PROTEIN	RNA_Processing
Cz06g22260					Unknown
Cz06g22270					Unknown
Cz06g22280	EC:2.1.1.192	GO:0003824 GO:0051536	AT2G39670	(1 of 1) K06941 - 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192] (rlmN)	tRNA_Modification
Cz06g22290		GO:0004518 GO:0034477	AT5G51170	(1 of 1) KOG3102 - Uncharacterized conserved protein	Unknown
Cz06g22300			AT5G41970	(1 of 1) PTHR11215:SF1 - UPF0160 PROTEIN MYG1, MITOCHONDRIAL	Unknown
Cz06g23010		GO:0003676 GO:0003723	AT2G37510	(1 of 1) PTHR48029:SF3 - RNA-BINDING (RRM_RBD_RNP MOTIFS) FAMILY PROTEIN	Molybdenum_Cofactor
Cz06g23020	EC:3.4.24.61	GO:0046872	AT1G06900	(1 of 1) K01411 - nardilysin [EC:3.4.24.61] (NRD1)	Unknown
Cz06g23030			AT1G36980	(1 of 1) PTHR13180:SF0 - PROTEIN Y74C10AL.2	Unknown
Cz06g23040					Unknown
Cz06g23050					Unknown
Cz06g23060		GO:0005509 GO:0055085	AT5G51050	(1 of 1) PTHR24089:SF764 - CALCIUM-DEPENDENT MITOCHONDRIAL ATP-MAGNESIUM_PHOSPHATE CARRIER PROTEIN 2	Calcium_Signalling
Cz06g23070		GO:0005515	AT2G26490	(1 of 2) PTHR22844:SF387 - F3I6.5 PROTEIN-RELATED	RNA_Splicing
Cz06g23080					Unknown
Cz06g23090			AT3G27785	(1 of 1) PTHR45614:SF273 - TRANSCRIPTION FACTOR MYB118	Transcription
Cz06g23100			AT1G16320	(1 of 1) PTHR31094:SF3 - OS04G0613300 PROTEIN	Unknown
Cz06g23110		GO:0008270	AT1G22670	(1 of 6) K15692 - E3 ubiquitin-protein ligase RNF13 [EC:6.3.2.19] (RNF13, RZF)	Ubiquitin_Proteasome
Cz06g23120		GO:0003677			Unknown
Cz06g23130	EC:2.7.9.5	GO:0030246 GO:2001070	AT5G01260	(1 of 2) 2.7.9.5 - phosphoglucan, water dikinase. / phosphoglucan, water dikinase.	Starch
Cz06g23140		GO:0046872	AT5G12850	(1 of 1) PTHR14493:SF135 - ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 56	Unknown
Cz06g23150			AT1G06110	(1 of 1) K10290 - F-box protein 3 (FBXO3)	SCF_Cullin_Ligase
Cz06g23160					Unknown
Cz06g23170					Unknown
Cz06g23180		GO:0005515	AT3G09650	(1 of 1) PTHR46598:SF5 - PPR_LONG DOMAIN-CONTAINING PROTEIN	Unknown
Cz06g23190	EC:3.6.3.3	GO:0000166 GO:0046872	AT4G30110	(1 of 2) 3.6.3.3//3.6.3.5 - Cd(2+)-exporting ATPase. / cadmium-translocating P-type ATPase. // P-type Zn(2+) transporter. / Zn(2+)-exporting ATPase.	Unknown
Cz06g23200					Unknown
Cz06g23210					Unknown
Cz06g23220					Unknown
Cz06g23230	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT5G18700	(1 of 2) K17545 - serine/threonine-protein kinase ULK4 [EC:2.7.11.1] (ULK4)	Serine
Cz06g23240			AT1G64430	(1 of 246) IPR002885//IPR011990 - Pentatricopeptide repeat // Tetratricopeptide-like helical domain	RNA_Editing
Cz06g24010	EC:3.4.25.1	GO:0005839 GO:0051603	AT3G22630	(1 of 1) PTHR11599:SF149 - PROTEASOME SUBUNIT BETA TYPE-2-A	Ubiquitin_Proteasome
Cz06g24020					Unknown
Cz06g24030	EC:2.7.4.6	GO:0004550 GO:0005524 GO:0006183 GO:0006228 GO:0006241	AT1G17410	(1 of 1) PTHR46161:SF3 - NUCLEOSIDE DIPHOSPHATE KINASE DDB_G0292928-RELATED	Protein_Kinase_Signalling
Cz06g24040					Unknown
Cz06g24050		GO:0003735 GO:0006412 GO:0015934	AT3G49910	(1 of 2) K02898 - large subunit ribosomal protein L26e (RP-L26e, RPL26)	Translation
Cz06g24060		GO:0003676	AT1G03250	(1 of 1) PTHR32019:SF2 - R3H DOMAIN-CONTAINING PROTEIN 4	Unknown
Cz06g24070	EC:2.7.6.2	GO:0004788 GO:0005524 GO:0009229 GO:0030975	AT1G02880	(1 of 2) K00949 - thiamine pyrophosphokinase (thiN, TPK1, THI80)	Vitamin_B1_Thiamine
Cz06g24080	EC:2.7.1.15	GO:0016301	AT4G28706	(1 of 1) PTHR42774:SF3 - KETOHEXOKINASE ISOFORM X1	Unknown
Cz06g24090	EC:3.5.1.4		AT5G53050	(1 of 1) PTHR43433:SF5 - AB HYDROLASE-1 DOMAIN-CONTAINING PROTEIN	Unknown
Cz06g24100					Unknown
Cz06g24110					Unknown
Cz06g24120	EC:2.3.2.27				Unknown
Cz06g24130					Unknown
Cz06g24140	EC:4.1.1.22	GO:0016830 GO:0019752 GO:0030170	AT1G43710	(1 of 1) 4.1.1.22 - histidine decarboxylase. / L-histidine carboxy-lyase.	Histidine
Cz06g24150	EC:2.3.2.26		AT5G08710	(1 of 1) PTHR22870:SF360 - ULTRAVIOLET-B RECEPTOR UVR8	RNA_Splicing
Cz06g24160			AT5G08710	(1 of 1) PTHR22870:SF360 - ULTRAVIOLET-B RECEPTOR UVR8	RNA_Splicing
Cz06g24170		GO:0005515	AT4G36680	(1 of 3) PTHR47931:SF3 - PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN, MITOCHONDRIAL	RNA_Editing
Cz06g24180	EC:3.6.4.2	GO:0005524 GO:0016887			Unknown
Cz06g24190					Unknown
Cz06g24200					Unknown
Cz06g24210		GO:0022857 GO:0055085	AT5G13740	(1 of 1) PTHR23504:SF102 - PROTEIN ZINC INDUCED FACILITATOR 1	Unknown
Cz06g24220	EC:6.2.1.1		AT1G55320	(1 of 1) PTHR44378:SF1 - ACYL-ACTIVATING ENZYME 18, PEROXISOMAL-RELATED	Unknown
Cz06g24230					Unknown
Cz06g25010		GO:0006355 GO:0008270 GO:0043565	AT3G24050	(1 of 1) PTHR45658:SF42 - GATA TRANSCRIPTION FACTOR 1	Transcription
Cz06g25020					Unknown
Cz06g25030		GO:0016020	AT1G10950	(1 of 1) K17087 - transmembrane 9 superfamily member 3 (TM9SF3)	Unknown
Cz06g25040	EC:2.2.1.2	GO:0005975	AT1G12230	(1 of 1) PTHR10683:SF18 - TRANSALDOLASE	Unknown
Cz06g25050		GO:0005509			Unknown
Cz06g25060					Unknown
Cz06g25070		GO:0005515	AT5G21990	(1 of 1) PTHR48345:SF1 - OUTER ENVELOPE PROTEIN 61-LIKE	Unknown
Cz06g25080	EC:1.14.13.70	GO:0004497 GO:0005506 GO:0016705 GO:0020037	AT1G11680	(1 of 1) 1.14.13.70 - sterol 14alpha-demethylase. / obtusufoliol 14-demethylase.	Sterol_Lipid_Metabolism
Cz06g25090			AT3G03610	(1 of 1) PTHR12771:SF56 - CED-12	Unknown
Cz06g25100	EC:5.99.1.2	GO:0003677 GO:0003916 GO:0005694 GO:0006265 GO:0007275	AT4G31210	(1 of 1) PTHR42785:SF1 - DNA TOPOISOMERASE	Unknown
Cz06g25110	EC:5.99.1.2	GO:0003677 GO:0003916 GO:0006265	AT4G31210	(1 of 1) PTHR42785:SF1 - DNA TOPOISOMERASE	Unknown
Cz06g25120		GO:0005515	AT3G17920	(1 of 1) PTHR15454:SF72 - OUTER ARM DYNEIN LIGHT CHAIN 1 PROTEIN	Cytoskeleton
Cz06g25130					Unknown
Cz06g25140	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT4G24480	(1 of 3) PTHR23257:SF813 - SERINE_THREONINE-PROTEIN KINASE EDR1	Protein_Kinase_Signalling
Cz06g25150			AT3G12550	(1 of 1) PTHR21596:SF52 - FACTOR OF DNA METHYLATION 3	Unknown
Cz06g25160					Unknown
Cz06g25170					Unknown
Cz06g25180	EC:3.6.4.12 EC:3.6.4.13	GO:0003676 GO:0003723	AT5G60980	(1 of 1) PTHR10693:SF20 - AT27578P	Unknown
Cz06g25190			AT5G06350	(1 of 1) K14827 - pre-rRNA-processing protein IPI1 (IPI1, TEX10)	Ribosome_Biogenesis
Cz06g25200	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT5G12180	(1 of 1) PTHR24349:SF353 - CALCIUM-DEPENDENT PROTEIN KINASE 17	Protein_Kinase_Signalling
Cz06g25210	EC:2.8.1.8	GO:0003824 GO:0051536	AT2G20860	(1 of 1) PTHR10949:SF36 - LIPOYL SYNTHASE, MITOCHONDRIAL	RNA_Splicing
Cz06g25220		GO:0005515	AT1G74150	(1 of 1) PF01344//PF13415//PF13418 - Kelch motif (Kelch_1) // Galactose oxidase, central domain (Kelch_3) // Galactose oxidase, central domain (Kelch_4)	Molybdenum_Cofactor
Cz06g26010	EC:1.97.1.12	GO:0009522 GO:0015979 GO:0016020	AT1G30380	(1 of 1) K02698 - photosystem I subunit X (psaK)	Photosynthesis
Cz06g26020		GO:0006368 GO:0016570 GO:0016593	AT1G79730	(1 of 1) K15174 - RNA polymerase II-associated factor 1 (PAF1)	Transcription_Elongation
Cz06g26030					Unknown
Cz06g26040		GO:0016020 GO:0046513 GO:0050291	AT3G19260	(1 of 1) PTHR12560:SF68 - CERAMIDE SYNTHASE LOH2	Sphingolipid_Metabolism
Cz06g26050					Unknown
Cz06g26060					Unknown
Cz06g26070		GO:0006886 GO:0006888 GO:0008270 GO:0030127	AT3G07100	(1 of 1) PTHR13803:SF39 - SECRETORY 24AB, ISOFORM A	RNA_Splicing
Cz06g26080					Unknown
Cz06g26090					Unknown
Cz06g26100			AT4G28020	(1 of 1) PTHR12818:SF0 - NEF-ASSOCIATED PROTEIN 1	Unknown
Cz06g26110		GO:0009882 GO:0071949			Unknown
Cz06g26120					Unknown
Cz06g26130		GO:0003676	AT3G52350	(1 of 2) PTHR20923:SF1 - G PATCH DOMAIN AND ANKYRIN REPEAT-CONTAINING PROTEIN 1	Unknown
Cz06g26140	EC:3.1.3.16		AT4G26080	(1 of 1) PTHR47992:SF179 - PROTEIN PHOSPHATASE 2C 56	Protein_Phosphatase_Signalling
Cz06g26150			AT1G02870	(1 of 1) K14839 - nucleolar protein 16 (NOP16)	Unknown
Cz06g26160					Unknown
Cz06g26170					Unknown
Cz06g26180	EC:1.3.5.5		AT3G09580	(1 of 2) 1.3.5.5 - 15-cis-phytoene desaturase. / plant-type phytoene desaturase.	Beta_Carotene
Cz06g26190					Unknown
Cz06g26200		GO:0006812 GO:0015297 GO:0016020 GO:0055085 GO:1902600	AT2G01980	(1 of 1) PTHR10110:SF86 - SODIUM/HYDROGEN EXCHANGER 7-RELATED	Unknown
Cz06g26210		GO:0005515			Unknown
Cz06g26220	EC:2.3.2.27	GO:0008270	AT2G16090	(1 of 1) PTHR11685:SF371 - E3 UBIQUITIN-PROTEIN LIGASE ARI2-RELATED	Ubiquitin_Proteasome
Cz06g26230					Unknown
Cz06g26240			AT2G20940	(1 of 1) PTHR21377:SF0 - PROTEIN FAM210B	Unknown
Cz06g26250	EC:3.1.3.5		AT1G75210	(1 of 1) PTHR12103:SF15 - PROTEIN Y71H10B.1, ISOFORM C	Unknown
Cz06g27010		GO:0003676 GO:0003723	AT2G35410	(1 of 1) PTHR48025:SF6 - RRM DOMAIN-CONTAINING PROTEIN	RNA_Processing
Cz06g27020					Unknown
Cz06g27030	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005509 GO:0005524 GO:0006468	AT5G12180	(1 of 1) PTHR24349:SF353 - CALCIUM-DEPENDENT PROTEIN KINASE 17	Protein_Kinase_Signalling
Cz06g27040	EC:3.1.1.32	GO:0006629	AT5G18640	(1 of 2) PTHR45856:SF11 - LIPASE_3 DOMAIN-CONTAINING PROTEIN	Unknown
Cz06g27050					Unknown
Cz06g27060			AT5G18290	(1 of 1) PTHR46739:SF5 - AQUAPORIN SIP1-2-RELATED	Aquaporin
Cz06g27070	EC:3.1.3.105		AT2G33255	(1 of 1) 3.1.3.105 - N-acetyl-D-muramate 6-phosphate phosphatase. / N-acetyl-D-muramate 6-phosphate phosphatase.	Unknown
Cz06g27080	EC:4.2.1.104	GO:0003677 GO:0008824 GO:0009439	AT3G23490	(1 of 1) 4.2.1.104 - cyanase. / cyanate lyase.	Unknown
Cz06g27090					Unknown
Cz06g27100			AT1G70480	(1 of 1) PTHR31385:SF1 - EXPRESSED PROTEIN-RELATED	Unknown
Cz06g27110					Unknown
Cz06g27120		GO:0003682	AT4G02720	(1 of 1) PTHR13087:SF0 - UPF0396 PROTEIN CG6066	Unknown
Cz06g27130			AT2G04360	(1 of 1) PTHR36009:SF3 - TRANSMEMBRANE PROTEIN	Unknown
Cz06g27140		GO:0005515	AT5G03160	(1 of 1) K09523 - DnaJ homolog subfamily C member 3 (DNAJC3)	Chaperone
Cz06g27150	EC:1.14.15.17	GO:0010277 GO:0051537	AT4G25650	(1 of 1) PTHR21266:SF32 - PROTOCHLOROPHYLLIDE-DEPENDENT TRANSLOCON COMPONENT 52, CHLOROPLASTIC	Chlorophyll
Cz06g27160			AT5G11100	(1 of 1) PTHR10774:SF178 - SYNAPTOTAGMIN-4	Unknown
Cz06g27170	EC:5.99.1.2	GO:0003677 GO:0003916 GO:0006265	AT2G32000	(1 of 1) PTHR11390:SF20 - DNA TOPOISOMERASE 3-BETA-1	Unknown
Cz06g27180		GO:0005524 GO:0016887	AT5G15450	(1 of 1) PTHR11638:SF18 - AAA ATPASE DOMAIN-CONTAINING PROTEIN	Unknown
Cz06g27190					Unknown
Cz06g27200			AT1G50020	(1 of 1) PTHR35699:SF1 - F2J10.10 PROTEIN	Unknown
Cz06g27210			AT3G60840	(1 of 1) PTHR19321:SF52 - 65-KDA MICROTUBULE-ASSOCIATED PROTEIN 4	Cytoskeleton
Cz06g28010		GO:0016020 GO:0030001 GO:0046873	AT1G15960	(1 of 1) PTHR11706:SF108 - METAL TRANSPORTER NRAMP6	Metal_Homeostasis
Cz06g28020	EC:3.4.21.72				Unknown
Cz06g28030					Unknown
Cz06g28040					Unknown
Cz06g28050					Unknown
Cz06g28060	EC:2.7.13.3				Unknown
Cz06g28070					Unknown
Cz06g28080					Unknown
Cz06g28090					Unknown
Cz06g28100	EC:2.3.1.57	GO:0016747	AT2G06025	(1 of 1) PTHR47426:SF3 - ACYL-COA N-ACYLTRANSFERASES (NAT) SUPERFAMILY PROTEIN	Protein_Acetylation
Cz06g28110	EC:2.7.1.24	GO:0004140 GO:0005524 GO:0015937	AT2G27490	(1 of 1) 2.7.1.24 - dephospho-CoA kinase. / dephosphocoenzyme A kinase.	Pantothenate_CoA
Cz06g28120					Unknown
Cz06g28130	EC:1.14.19.35	GO:0006629 GO:0016717	AT3G11170	(1 of 1) PTHR32100:SF41 - SN-2 ACYL-LIPID OMEGA-3 DESATURASE (FERREDOXIN), CHLOROPLASTIC	Omega3_Fatty_Acid
Cz06g28140		GO:0003676 GO:0003723	AT3G13570	(1 of 1) PTHR23147:SF149 - SERINE_ARGININE-RICH SC35-LIKE SPLICING FACTOR SCL30A	RNA_Splicing
Cz06g28150					Unknown
Cz06g28160	EC:1.3.1.33		AT4G27440	(1 of 1) PTHR44419:SF7 - PROTOCHLOROPHYLLIDE REDUCTASE B, CHLOROPLASTIC	Chlorophyll
Cz06g28170			AT5G05010	(1 of 1) PTHR10121:SF0 - COATOMER SUBUNIT DELTA	COPI_Coatomer
Cz06g28180	EC:3.6.5.1 EC:3.6.5.2 EC:3.6.5.3 EC:3.6.5.4 EC:3.6.5.5	GO:0003924 GO:0005525	AT1G67440	(1 of 1) K06949 - ribosome biogenesis GTPase [EC:3.6.1.-] (rsgA, engC)	Translation
Cz06g28190		GO:0005515			Unknown
Cz06g28200			AT1G77800	(1 of 1) PTHR13793:SF107 - PHD FINGER FAMILY PROTEIN	Unknown
Cz06g28210	EC:2.4.99.18	GO:0005789 GO:0018279	AT5G66680	(1 of 1) K12670 - oligosaccharyltransferase complex subunit beta (WBP1)	N_Glycosylation
Cz06g28220	EC:3.1.26.3	GO:0004525 GO:0006396	AT1G55140	(1 of 2) K11145 - ribonuclease III family protein [EC:3.1.26.-] (K11145)	RNA_Processing
Cz06g28230					Unknown
Cz06g29010					Unknown
Cz06g29020					Unknown
Cz06g29030					Unknown
Cz06g29040			AT3G63540	(1 of 14) IPR016123 - Mog1/PsbP, alpha/beta/alpha sandwich	Photosynthesis
Cz06g29050	EC:3.6.3.17	GO:0005524 GO:0016887 GO:0140359	AT1G53390	(1 of 1) PTHR48041:SF1 - ABC TRANSPORTER G FAMILY MEMBER 24	ABC_Transporter
Cz06g29060					Unknown
Cz06g29070					Unknown
Cz06g29080					Unknown
Cz06g29090	EC:2.1.1.232	GO:0008168 GO:0008171	AT1G21110	(1 of 3) PTHR11746:SF232 - INDOLE GLUCOSINOLATE O-METHYLTRANSFERASE 2-RELATED	Glucosinolate
Cz06g29100					Unknown
Cz06g29110		GO:0005515			Unknown
Cz06g29120	EC:1.1.3.37	GO:0050660 GO:0071949	AT3G47930	(1 of 1) 1.3.2.3//1.6.5.3 - L-galactonolactone dehydrogenase. / L-galactono-gamma-lactone dehydrogenase. // NADH:ubiquinone reductase (H(+)-translocating). / ubiquinone reductase.	Vitamin_C_Ascorbate
Cz06g29130	EC:5.2.1.8	GO:0003676 GO:0003723	AT2G37340	(1 of 1) KOG0114//KOG4207 - Predicted RNA-binding protein (RRM superfamily) // Predicted splicing factor, SR protein superfamily	RNA_Splicing
Cz06g29140	EC:1.3.1.102	GO:0016491	AT5G16970	(1 of 4) PTHR43205:SF30 - NADP-DEPENDENT ALKENAL DOUBLE BOND REDUCTASE P2-RELATED	Redox_Metabolism
Cz06g29150	EC:1.3.1.102	GO:0016491	AT1G65560	(1 of 1) 1.3.1.102 - 2-alkenal reductase (NADP(+)). / NADPH-dependent alkenal/one oxidoreductase.	Redox_Metabolism
Cz06g29160		GO:0005515			Unknown
Cz06g29170					Unknown
Cz06g29180	EC:1.14.13.9	GO:0071949	AT2G29720	(1 of 2) 1.14.13.222 - aurachin C monooxygenase/isomerase. / aurachin C monooxygenase.	Unknown
Cz06g29190	EC:2.7.11.1	GO:0005515 GO:0009190 GO:0035556	AT2G07040	(1 of 1) PTHR48007:SF72 - POLLEN RECEPTOR-LIKE KINASE 2	Protein_Kinase_Signalling
Cz06g29200	EC:4.6.1.1	GO:0009190 GO:0035556			Unknown
Cz06g29210	EC:2.7.8.27		AT1G43580	(1 of 1) PTHR21290:SF25 - SPHINGOMYELIN SYNTHASE-RELATED PROTEIN 1	Sphingolipid_Metabolism
Cz06g29220					Unknown
Cz06g29230					Unknown
Cz06g29240					Unknown
Cz06g29250			AT5G41190	(1 of 1) K11883 - RNA-binding protein NOB1 (NOB1)	Unknown
Cz06g30010			AT5G41190	(1 of 1) K11883 - RNA-binding protein NOB1 (NOB1)	Unknown
Cz06g30020					Unknown
Cz06g30030	EC:3.6.1.41	GO:0016787			Unknown
Cz06g30040			AT1G20693	(1 of 2) PTHR46261:SF22 - HIGH MOBILITY GROUP B PROTEIN 2-RELATED	Unknown
Cz06g30050	EC:6.1.1.18	GO:0000166 GO:0004812 GO:0004819 GO:0005524 GO:0005737 GO:0006412 GO:0006418 GO:0006425 GO:0043039	AT1G25350	(1 of 2) 6.1.1.18 - glutamine--tRNA ligase. / glutaminyl-tRNA synthetase.	Glutamine
Cz06g30060			AT2G42210	(1 of 1) PTHR14110:SF18 - OUTER ENVELOPE PORE PROTEIN 16-3, CHLOROPLASTIC_MITOCHONDRIAL	Unknown
Cz06g30070	EC:1.3.1.93	GO:0006629 GO:0016627	AT3G55360	(1 of 1) 1.3.1.93 - very-long-chain enoyl-CoA reductase. / very-long-chain enoyl-CoA reductase.	Redox_Metabolism
Cz06g30080			AT1G80480	(1 of 1) PTHR13748:SF62 - COBW DOMAIN-CONTAINING PROTEIN	Unknown
Cz06g30090					Unknown
Cz06g30100	EC:3.1.3.16		AT2G20050	(1 of 1) 2.7.11.12//3.1.3.16 - cGMP-dependent protein kinase. / PKG II. // protein-serine/threonine phosphatase. / serine/threonine specific protein phosphatase.	Serine
Cz06g30110	EC:3.1.3.16		AT5G26010	(1 of 1) PTHR47992:SF57 - PROTEIN PHOSPHATASE 2C 72-RELATED	Protein_Phosphatase_Signalling
Cz06g30120			AT1G55480	(1 of 1) PTHR47661:SF3 - PROTEIN CONTAINING PDZ DOMAIN, A K-BOX DOMAIN, AND A TPR REGION	Unknown
Cz06g30130					Unknown
Cz06g30140			AT2G40550	(1 of 1) PTHR13489:SF0 - MINI-CHROMOSOME MAINTENANCE COMPLEX-BINDING PROTEIN	Unknown
Cz06g30150			AT2G40550	(1 of 1) PTHR13489:SF0 - MINI-CHROMOSOME MAINTENANCE COMPLEX-BINDING PROTEIN	Unknown
Cz06g30160		GO:0005515			Unknown
Cz06g30170		GO:0005515	AT2G33340	(1 of 1) PTHR43995:SF3 - PRE-MRNA-PROCESSING FACTOR 19 HOMOLOG 2	RNA_Splicing
Cz06g30180		GO:0005515	AT5G67320	(1 of 1) K04508 - transducin (beta)-like 1 (TBL1)	Unknown
Cz06g30190		GO:0005786 GO:0006614 GO:0008312 GO:0030942 GO:0048500	AT2G43640	(1 of 1) K03104 - signal recognition particle subunit SRP14 (SRP14)	Protein_Sorting_Secretory
Cz06g30200					Unknown
Cz06g30210		GO:0005315 GO:0006817 GO:0016020	AT3G26570	(1 of 1) K14640 - solute carrier family 20 (sodium-dependent phosphate transporter) (SLC20A, PIT)	Phosphate_Transport
Cz06g30220					Unknown
Cz06g30230					Unknown
Cz06g31010					Unknown
Cz06g31020					Unknown
Cz06g31030					Unknown
Cz06g31040					Unknown
Cz06g31050					Unknown
Cz06g31060					Unknown
Cz06g31070					Unknown
Cz06g31080					Unknown
Cz06g31090					Unknown
Cz06g31100					Unknown
