GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cre07.g353850			Cre07.g353850	membrane	Unknown
Cre07.g323700			Cre07.g323700	Unknown	Unknown
Cre07.g334800			Cre07.g334800	electron transfer activity iron-sulfur cluster binding electron transport chain metal ion binding chloroplast	Chloroplast_Function
Cre07.g346672			Cre07.g346672	axoneme SCF ubiquitin ligase complex SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	Ubiquitin_Proteasome
Cre07.g350050			Cre07.g350050	lipid metabolic process O-acyltransferase activity	Unknown
Cre07.g331800			Cre07.g331800	kinase activity transferase activity	Protein_Kinase_Signalling
Cre07.g333675			Cre07.g333675	Unknown	Unknown
Cre07.g350950			Cre07.g350950	Unknown	Unknown
Cre07.g314450			Cre07.g314450	protein-lysine N-methyltransferase activity	Protein_Methylation
Cre07.g321350			Cre07.g321350	Unknown	Unknown
Cre07.g356050			Cre07.g356050	Unknown	Unknown
Cre07.g320400			Cre07.g320400	chloroplast chloroplast thylakoid membrane	Chloroplast_Function
Cre07.g330700			Cre07.g330700	axoneme protein binding	Unknown
Cre07.g328950			Cre07.g328950	Unknown	Unknown
Cre07.g352600			Cre07.g352600	double-stranded DNA binding histone methyltransferase activity protein binding chromatin remodeling	Protein_Methylation
Cre07.g354800			Cre07.g354800	RNA processing ribonuclease III activity chloroplast rRNA 5'-end processing RNA nuclease activity maturation of 4.5S rRNA	RNA_Processing
Cre07.g317438			Cre07.g317438	Unknown	Unknown
Cre07.g339100			Cre07.g339100	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity	Serine
Cre07.g313900			Cre07.g313900	Unknown	Unknown
Cre07.g317550			Cre07.g317550	vesicle-mediated transport non-motile cilium assembly	Molybdenum_Cofactor
Cre07.g353250			Cre07.g353250	Unknown	Unknown
Cre07.g332786			Cre07.g332786	membrane aspartic endopeptidase activity, intramembrane cleaving hydrolase activity cytoplasm lysosomal membrane Golgi-associated vesicle membrane membrane protein proteolysis endomembrane system lumenal side of endoplasmic reticulum membrane cytoplasmic side of endoplasmic reticulum membrane	Aspartate
Cre07.g325746			Cre07.g325746	translation ribosome structural constituent of ribosome cytosolic large ribosomal subunit ribonucleoprotein complex protein-RNA complex assembly	Translation
Cre07.g352976			Cre07.g352976	Unknown	Unknown
Cre07.g344450			Cre07.g344450	Unknown	Unknown
Cre07.g350652			Cre07.g350652	Unknown	Unknown
Cre07.g323600			Cre07.g323600	Unknown	Unknown
Cre07.g314833			Cre07.g314833	Unknown	Unknown
Cre07.g338850			Cre07.g338850	Unknown	Unknown
Cre07.g320550			Cre07.g320550	membrane acyltransferase activity acyltransferase activity, transferring groups other than amino-acyl groups fatty acid biosynthetic process transferase activity	Fatty_Acid
Cre07.g342950			Cre07.g342950	Unknown	Unknown
Cre07.g335200			Cre07.g335200	GTP binding GTPase activity cytoplasm ribosome biogenesis cytosol ribonucleoprotein complex gene expression response to cold	Translation
Cre07.g345250			Cre07.g345250	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre07.g316350			Cre07.g316350	Unknown	Unknown
Cre07.g324050			Cre07.g324050	ubiquitin-dependent protein catabolic process ubiquitin protein ligase binding nucleus proteasome-mediated ubiquitin-dependent protein catabolic process protein ubiquitination cullin-RING ubiquitin ligase complex	Ubiquitin_Proteasome
Cre07.g325712			Cre07.g325712	nucleus ribosome biogenesis structural constituent of ribosome ribosomal large subunit biogenesis nucleolus	Translation
Cre07.g352350			Cre07.g352350	ATP binding ATP hydrolysis activity metalloendopeptidase activity proteolysis ATP-dependent peptidase activity hydrolase activity peptidase activity chloroplast protein import into chloroplast stroma	Protein_Proteolysis
Cre07.g337100			Cre07.g337100	Unknown	Unknown
Cre07.g356200			Cre07.g356200	Unknown	Unknown
Cre07.g340850			Cre07.g340850	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen heme binding monooxygenase activity oxidoreductase activity metal ion binding	Redox_Metabolism
Cre07.g312400			Cre07.g312400	kinase activity signal transduction ATP-dependent diacylglycerol kinase activity transferase activity membrane nucleotide binding ATP binding metal ion binding zinc ion binding intracellular signal transduction phospholipase C-activating G protein-coupled receptor signaling pathway glycerolipid metabolic process	Phospholipid_Biosynthesis
Cre07.g319950			Cre07.g319950	Unknown	Unknown
Cre07.g351700			Cre07.g351700	endoplasmic reticulum membrane EMC complex	Unknown
Cre07.g355300			Cre07.g355300	monoatomic ion transport plasma membrane thylakoid membrane voltage-gated chloride channel activity photosynthesis, light reaction	Photosynthesis
Cre07.g322850			Cre07.g322850	Unknown	Unknown
Cre07.g344634			Cre07.g344634	axoneme	Unknown
Cre07.g344260			Cre07.g344260	Unknown	Unknown
Cre07.g330600			Cre07.g330600	hydrolase activity nucleotide binding ATP binding membrane nucleoside diphosphate phosphatase activity nucleoside diphosphate catabolic process	Unknown
Cre07.g337933			Cre07.g337933	Unknown	Unknown
Cre07.g348550			Cre07.g348550	lipid metabolic process	Unknown
Cre07.g327300			Cre07.g327300	cytoplasm	Unknown
Cre07.g322650			Cre07.g322650	Unknown	Unknown
Cre07.g338451			Cre07.g338451	gluconeogenesis glycerol metabolic process fructose 1,6-bisphosphate 1-phosphatase activity hydrolase activity metal ion binding fructose 1,6-bisphosphate metabolic process phosphatase activity	Unknown
Cre07.g314751			Cre07.g314751	catalytic activity membrane endoplasmic reticulum ceramide biosynthetic process sphingolipid catabolic process cell periphery phospholipase activity	Sphingolipid_Metabolism
Cre07.g330750			Cre07.g330750	Unknown	Unknown
Cre07.g318200			Cre07.g318200	protein binding	Unknown
Cre07.g312580			Cre07.g312580	Unknown	Unknown
Cre07.g320950			Cre07.g320950	regulation of DNA-templated transcription histone binding nucleus transcription coregulator activity transcription cis-regulatory region binding	Histone_Modification
Cre07.g319330			Cre07.g319330	Unknown	Unknown
Cre07.g317100			Cre07.g317100	Unknown	Unknown
Cre07.g313206			Cre07.g313206	cytoplasm	Unknown
Cre07.g314650			Cre07.g314650	ATP binding DNA binding single-stranded DNA binding DNA repair ATP-dependent activity, acting on DNA nucleotide binding DNA recombination DNA damage response DNA metabolic process	DNA_Repair
Cre07.g325734			Cre07.g325734	nucleoside diphosphate kinase activity GTP biosynthetic process UTP biosynthetic process CTP biosynthetic process transferase activity kinase activity nucleotide binding ATP binding	Protein_Kinase_Signalling
Cre07.g347980			Cre07.g347980	Unknown	Unknown
Cre07.g322250			Cre07.g322250	cytosol Mo-molybdopterin cofactor biosynthetic process molybdopterin synthase activity transferase activity cytoplasm molybdopterin cofactor biosynthetic process molybdopterin synthase complex	Molybdenum_Cofactor
Cre07.g352650			Cre07.g352650	RNA binding nucleic acid binding mRNA processing RNA splicing U2-type prespliceosome spliceosomal complex assembly pre-mRNA 3'-splice site binding U2AF complex commitment complex nuclear speck poly-pyrimidine tract binding	Pyrimidine
Cre07.g329150			Cre07.g329150	ATP binding nucleic acid binding nucleotide binding helicase activity hydrolase activity nucleolus double-stranded RNA binding positive regulation of transcription by RNA polymerase I RNA helicase activity	RNA_Processing
Cre07.g356101			Cre07.g356101	nucleus DNA-binding transcription factor activity, RNA polymerase II-specific regulation of transcription by RNA polymerase II cis-regulatory region sequence-specific DNA binding response to starvation	Transcription
Cre07.g316100			Cre07.g316100	trans-Golgi network	Vesicle_Trafficking
Cre07.g338950			Cre07.g338950	Unknown	Unknown
Cre07.g313700			Cre07.g313700	ATP binding zinc ion binding nucleotide binding tRNA binding tRNA aminoacylation for protein translation glutamate-tRNA ligase activity glutamyl-tRNA aminoacylation aminoacyl-tRNA ligase activity tRNA aminoacylation translation ligase activity mitochondrion post-embryonic development reproductive structure development	Glutamate
Cre07.g351450			Cre07.g351450	mitotic spindle assembly checkpoint signaling protein kinase activity kinetochore protein-containing complex meiotic sister chromatid cohesion, centromeric	Protein_Kinase_Signalling
Cre07.g354700			Cre07.g354700	Unknown	Unknown
Cre07.g346300			Cre07.g346300	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre07.g343101			Cre07.g343101	Unknown	Unknown
Cre07.g326250			Cre07.g326250	Unknown	Unknown
Cre07.g328850			Cre07.g328850	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre07.g316850			Cre07.g316850	ATP binding DNA binding DNA replication DNA replication initiation MCM complex DNA helicase activity nucleus nucleotide binding helicase activity hydrolase activity single-stranded DNA binding double-strand break repair via break-induced replication DNA strand elongation involved in DNA replication single-stranded DNA helicase activity ATP hydrolysis activity THO complex	mRNA_Export
Cre07.g334776			Cre07.g334776	Unknown	Unknown
Cre07.g339900			Cre07.g339900	ATP binding protein kinase activity protein phosphorylation nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre07.g318426			Cre07.g318426	Unknown	Unknown
Cre07.g316150			Cre07.g316150	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre07.g325710			Cre07.g325710	Unknown	Unknown
Cre07.g357400			Cre07.g357400	metal ion binding zinc ion binding	Unknown
Cre07.g329850			Cre07.g329850	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity cytoplasm intracellular signal transduction	Serine
Cre07.g346317			Cre07.g346317	Unknown	Unknown
Cre07.g354450			Cre07.g354450	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen heme binding monooxygenase activity oxidoreductase activity metal ion binding	Redox_Metabolism
Cre07.g340650			Cre07.g340650	membrane EMC complex	Unknown
Cre07.g341600			Cre07.g341600	protein homodimerization activity protein folding protein-folding chaperone binding adenyl-nucleotide exchange factor activity cytoplasm mitochondrial matrix	Chaperone
Cre07.g324866			Cre07.g324866	ATP binding protein kinase activity protein phosphorylation nucleotide binding	Protein_Kinase_Signalling
Cre07.g325748			Cre07.g325748	catalytic activity hydrolase activity cytosol glutathione metabolic process 5-oxoprolinase (ATP-hydrolyzing) activity	Glutathione_Metabolism
Cre07.g346400			Cre07.g346400	O-methyltransferase activity	One_Carbon_Metabolism
Cre07.g355400			Cre07.g355400	ATP binding protein kinase activity protein serine/threonine kinase activity protein phosphorylation transferase activity nucleus kinase activity nucleotide binding regulation of primary metabolic process regulation of macromolecule biosynthetic process	Serine
Cre07.g356980			Cre07.g356980	Unknown	Unknown
Cre07.g332600			Cre07.g332600	nucleus regulation of transcription by RNA polymerase II transcription cis-regulatory region binding	RNA_Polymerase
Cre07.g324211			Cre07.g324211	Unknown	Unknown
Cre07.g314100			Cre07.g314100	RNA binding nucleolus	Ribosome_Biogenesis
Cre07.g341551			Cre07.g341551	Unknown	Unknown
Cre07.g346418			Cre07.g346418	transferase activity methyltransferase activity methylation protein-lysine N-methyltransferase activity	Protein_Methylation
Cre07.g312701			Cre07.g312701	Unknown	Unknown
Cre07.g319000			Cre07.g319000	Unknown	Unknown
Cre07.g325812			Cre07.g325812	plasma membrane signal transduction transmembrane signaling receptor activity	Unknown
Cre07.g335050			Cre07.g335050	Unknown	Unknown
Cre07.g336850			Cre07.g336850	Unknown	Unknown
Cre07.g313050			Cre07.g313050	Unknown	Unknown
Cre07.g328075			Cre07.g328075	Unknown	Unknown
Cre07.g341552			Cre07.g341552	Unknown	Unknown
Cre07.g321300			Cre07.g321300	Unknown	Unknown
Cre07.g325200			Cre07.g325200	Unknown	Unknown
Cre07.g349520			Cre07.g349520	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction protein binding	Serine
Cre07.g354050			Cre07.g354050	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre07.g348500			Cre07.g348500	RNA binding nucleic acid binding plastid-encoded plastid RNA polymerase complex	Chloroplast_Function
Cre07.g356500			Cre07.g356500	intracellular signal transduction cyclic nucleotide biosynthetic process adenylate cyclase activity cAMP biosynthetic process	cAMP_Signalling
Cre07.g340150			Cre07.g340150	Unknown	Unknown
Cre07.g352075			Cre07.g352075	Unknown	Unknown
Cre07.g329476			Cre07.g329476	Unknown	Unknown
Cre07.g318209			Cre07.g318209	protein binding	Unknown
Cre07.g336000			Cre07.g336000	hydrolase activity	Unknown
Cre07.g349137			Cre07.g349137	Unknown	Unknown
Cre07.g324450			Cre07.g324450	mRNA splicing, via spliceosome alternative mRNA splicing, via spliceosome nucleus cytoplasm	RNA_Splicing
Cre07.g344050			Cre07.g344050	rRNA processing small-subunit processome nucleolus 90S preribosome endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) U3 snoRNA binding protein binding	Ribosome_Biogenesis
Cre07.g351800			Cre07.g351800	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction protein binding	Serine
Cre07.g333000			Cre07.g333000	proteolysis cysteine-type peptidase activity cysteine-type endopeptidase activity extracellular space lysosome	Cysteine
Cre07.g354000			Cre07.g354000	Unknown	Unknown
Cre07.g349950			Cre07.g349950	transcription initiation at RNA polymerase II promoter protein heterodimerization activity transcription factor TFIID complex SAGA complex SLIK (SAGA-like) complex nucleus transcription coactivator activity positive regulation of DNA-templated transcription RNA polymerase II general transcription initiation factor activity	Translation
Cre07.g337050			Cre07.g337050	zinc ion binding protein import into peroxisome matrix peroxisome organization peroxisomal membrane transferase activity metal ion binding protein transport ubiquitin protein ligase activity	Ubiquitin_Proteasome
Cre07.g344400			Cre07.g344400	NAD binding oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor oxidoreductase activity L-serine biosynthetic process phosphoglycerate dehydrogenase activity	Serine
Cre07.g328600			Cre07.g328600	cytoplasm Cul4-RING E3 ubiquitin ligase complex protein binding	Ubiquitin_Proteasome
Cre07.g315000			Cre07.g315000	Unknown	Unknown
Cre07.g328000			Cre07.g328000	nucleus regulation of transcription by RNA polymerase II DNA-binding transcription factor activity, RNA polymerase II-specific RNA polymerase II transcription regulatory region sequence-specific DNA binding	Transcription
Cre07.g334250			Cre07.g334250	protein binding	Unknown
Cre07.g325740			Cre07.g325740	membrane phosphate transmembrane transporter activity phosphate ion transport phosphate ion transmembrane transport	Unknown
Cre07.g353350			Cre07.g353350	protein heterodimerization activity DNA-templated transcription initiation nucleus transcription coactivator activity SAGA complex transcription factor TFIID complex positive regulation of DNA-templated transcription RNA polymerase II general transcription initiation factor activity	Translation
Cre07.g323150			Cre07.g323150	fatty acyl-CoA hydrolase activity hydrolase activity	Unknown
Cre07.g336400			Cre07.g336400	Unknown	Unknown
Cre07.g325742			Cre07.g325742	Unknown	Unknown
Cre07.g325736			Cre07.g325736	plastid	Chloroplast_Function
Cre07.g320450			Cre07.g320450	chloroplast chloroplast thylakoid membrane	Chloroplast_Function
Cre07.g334350			Cre07.g334350	amino acid kinase activity	Protein_Kinase_Signalling
Cre07.g344150			Cre07.g344150	hydrolase activity tRNA modification	tRNA_Modification
Cre07.g333781			Cre07.g333781	Unknown	Unknown
Cre07.g341800			Cre07.g341800	protein heterodimerization activity nucleus DNA damage response leading strand elongation chromatin DNA binding epsilon DNA polymerase complex CHRAC heterochromatin formation	Unknown
Cre07.g342900			Cre07.g342900	protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding ATP binding S-methyl-5-thioribose kinase activity	Protein_Kinase_Signalling
Cre07.g319050			Cre07.g319050	Unknown	Unknown
Cre07.g336600			Cre07.g336600	membrane carbohydrate metabolic process calcium ion binding mannosyl-oligosaccharide 1,2-alpha-mannosidase activity hydrolase activity metal ion binding hydrolase activity, acting on glycosyl bonds endoplasmic reticulum alpha-mannosidase activity ERAD pathway	ER_Protein_Quality
Cre07.g335900			Cre07.g335900	zinc ion binding proteolysis metallocarboxypeptidase activity protein processing extracellular space peptide metabolic process	Unknown
Cre07.g352950			Cre07.g352950	chromatin binding chromatin mitotic chromosome condensation condensed chromosome condensin complex chromosome organization	Cell_Cycle_Chromatin
Cre07.g335100			Cre07.g335100	Unknown	Unknown
Cre07.g337800			Cre07.g337800	translation ribosome structural constituent of ribosome mitochondrion ribonucleoprotein complex	Translation
Cre07.g326550			Cre07.g326550	Unknown	Unknown
Cre07.g327976			Cre07.g327976	Unknown	Unknown
Cre07.g342200			Cre07.g342200	cilium cell projection organization intraciliary transport axonemal microtubule protein binding	Cytoskeleton
Cre07.g325737			Cre07.g325737	Unknown	Unknown
Cre07.g334900			Cre07.g334900	membrane signal transduction	Unknown
Cre07.g336050			Cre07.g336050	Unknown	Unknown
Cre07.g331700			Cre07.g331700	Unknown	Unknown
Cre07.g313185			Cre07.g313185	RNA polymerase complex nucleotide binding DNA-templated transcription initiation nucleus RNA polymerase II, core complex transcription initiation at RNA polymerase II promoter translation initiation factor binding	Translation
Cre07.g338200			Cre07.g338200	axoneme protein binding	Unknown
Cre07.g340300			Cre07.g340300	ATP binding protein kinase activity protein phosphorylation	Protein_Kinase_Signalling
Cre07.g312002			Cre07.g312002	Unknown	Unknown
Cre07.g315432			Cre07.g315432	Unknown	Unknown
Cre07.g325715			Cre07.g325715	endonuclease activity hydrolase activity cytoplasm nuclease activity protein binding ERAD pathway	ER_Protein_Quality
Cre07.g317350			Cre07.g317350	Unknown	Unknown
Cre07.g329861			Cre07.g329861	Unknown	Unknown
Cre07.g332150			Cre07.g332150	mitochondrial respiratory chain complex III assembly mitochondrial matrix protein folding chaperone protein folding	Chaperone
Cre07.g328200			Cre07.g328200	calcium ion binding photosynthesis photosystem II photosystem II oxygen evolving complex extrinsic component of membrane chloroplast thylakoid membrane photosystem I assembly	Photosynthesis
Cre07.g315326			Cre07.g315326	Unknown	Unknown
Cre07.g332300			Cre07.g332300	ATP binding kinase activity phosphorylation transferase activity nucleotide binding metal ion binding	Protein_Kinase_Signalling
Cre07.g347700			Cre07.g347700	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	Unknown
Cre07.g318750			Cre07.g318750	'de novo' IMP biosynthetic process phosphoribosylformylglycinamidine cyclo-ligase activity nucleotide binding ATP binding cytoplasm ligase activity purine nucleotide biosynthetic process cytosol phosphoribosylamine-glycine ligase activity adenine biosynthetic process	Glycine
Cre07.g340050			Cre07.g340050	GTP binding nucleolus nucleotide binding hydrolase activity	Ribosome_Biogenesis
Cre07.g357486			Cre07.g357486	Unknown	Unknown
Cre07.g348200			Cre07.g348200	hydrolase activity catalytic activity	Unknown
Cre07.g329600			Cre07.g329600	cytoplasm protein folding	Unknown
Cre07.g341150			Cre07.g341150	DNA binding microtubule binding	Cytoskeleton
Cre07.g354976			Cre07.g354976	Unknown	Unknown
Cre07.g337400			Cre07.g337400	Unknown	Unknown
Cre07.g315850			Cre07.g315850	membrane endoplasmic reticulum ceramide biosynthetic process sphingolipid catabolic process cell periphery phospholipase activity	Sphingolipid_Metabolism
Cre07.g341555			Cre07.g341555	catalytic activity	Unknown
Cre07.g330150			Cre07.g330150	Unknown	Unknown
Cre07.g322450			Cre07.g322450	nucleus transferase activity methyltransferase activity methylation chromosome regulation of DNA-templated transcription chromatin histone H3K36 methyltransferase activity protein binding chromatin remodeling histone methyltransferase activity	Protein_Methylation
Cre07.g325747			Cre07.g325747	Unknown	Unknown
Cre07.g325717			Cre07.g325717	Unknown	Unknown
Cre07.g317201			Cre07.g317201	protein binding	Unknown
Cre07.g350500			Cre07.g350500	ATP binding cytoplasm nucleotide binding aminoacyl-tRNA deacylase activity tRNA aminoacylation for protein translation valine-tRNA ligase activity valyl-tRNA aminoacylation aminoacyl-tRNA ligase activity translation ligase activity aminoacyl-tRNA metabolism involved in translational fidelity cytosol post-embryonic development reproductive structure development	Valine
Cre07.g343567			Cre07.g343567	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre07.g325757			Cre07.g325757	Unknown	Unknown
Cre07.g350250			Cre07.g350250	Unknown	Unknown
Cre07.g333252			Cre07.g333252	Unknown	Unknown
Cre07.g350850			Cre07.g350850	Unknown	Unknown
Cre07.g344702			Cre07.g344702	axoneme	Unknown
Cre07.g322550			Cre07.g322550	Unknown	Unknown
Cre07.g333746			Cre07.g333746	nucleus metal ion binding zinc ion binding DNA binding chromatin binding negative regulation of gene expression, epigenetic	Unknown
Cre07.g356350			Cre07.g356350	terpenoid biosynthetic process 1-deoxy-D-xylulose-5-phosphate synthase activity transferase activity metal ion binding isoprenoid biosynthetic process thiamine biosynthetic process transketolase or transaldolase activity isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	Vitamin_B1_Thiamine
Cre07.g345524			Cre07.g345524	Unknown	Unknown
Cre07.g330350			Cre07.g330350	Unknown	Unknown
Cre07.g331000			Cre07.g331000	proteasome-mediated ubiquitin-dependent protein catabolic process endopeptidase inhibitor activity proteasome binding ubiquitin-dependent protein catabolic process	Ubiquitin_Proteasome
Cre07.g338700			Cre07.g338700	mRNA splicing, via spliceosome post-mRNA release spliceosomal complex RNA lariat debranching enzyme activator activity	RNA_Splicing
Cre07.g343534			Cre07.g343534	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre07.g325741			Cre07.g325741	membrane phosphate transmembrane transporter activity phosphate ion transport phosphate ion transmembrane transport	Unknown
Cre07.g315700			Cre07.g315700	peptidyl-prolyl cis-trans isomerase activity isomerase activity	Proline
Cre07.g340550			Cre07.g340550	zinc ion binding nucleic acid binding metal ion binding nucleoplasm RNA binding catalytic step 2 spliceosome RNA processing	RNA_Splicing
Cre07.g354301			Cre07.g354301	catalytic activity nucleus cytoplasm protein tyrosine phosphatase activity	Tyrosine
Cre07.g314400			Cre07.g314400	ATP binding DNA binding hydrolase activity DNA helicase activity nucleotide binding helicase activity isomerase activity nucleus 3'-5' DNA helicase activity recombinational repair	Unknown
Cre07.g342552			Cre07.g342552	Unknown	Unknown
Cre07.g346200			Cre07.g346200	Unknown	Unknown
Cre07.g319150			Cre07.g319150	dephosphorylation hydrolase activity mRNA guanylyltransferase activity 7-methylguanosine mRNA capping	Unknown
Cre07.g349700			Cre07.g349700	chloroplast thylakoid membrane	Chloroplast_Function
Cre07.g354250			Cre07.g354250	glycolytic process phosphoglycerate kinase activity transferase activity kinase activity nucleotide binding ATP binding cytosol gluconeogenesis ADP binding	Protein_Kinase_Signalling
Cre07.g353600			Cre07.g353600	Unknown	Unknown
Cre07.g325350			Cre07.g325350	ATP binding microtubule motor activity microtubule-based movement microtubule binding nucleotide binding cytoskeletal motor activity cytoplasm mitotic spindle organization spindle elongation microtubule associated complex	Cytoskeleton
Cre07.g347250			Cre07.g347250	nucleus regulation of alternative mRNA splicing, via spliceosome mRNA processing RNA splicing mRNA modification	RNA_Splicing
Cre07.g330650			Cre07.g330650	nucleic acid binding intracellular membrane-bounded organelle DNA-templated transcription termination	Unknown
Cre07.g345031			Cre07.g345031	nucleus	Unknown
Cre07.g347500			Cre07.g347500	Unknown	Unknown
Cre07.g316600			Cre07.g316600	dephosphorylation hydrolase activity phosphoprotein phosphatase activity cytoplasm protein tyrosine phosphatase activity protein dephosphorylation protein binding protein tyrosine/threonine phosphatase activity MAP kinase tyrosine/serine/threonine phosphatase activity phosphatase activity	Serine
Cre07.g326600			Cre07.g326600	isomerase activity endoplasmic reticulum response to endoplasmic reticulum stress protein-disulfide reductase activity protein disulfide isomerase activity endoplasmic reticulum lumen	Redox_Metabolism
Cre07.g350750			Cre07.g350750	alternative oxidase activity membrane oxidoreductase activity metal ion binding ubiquinol:oxygen oxidoreductase activity mitochondrion alternative respiration respiratory electron transport chain respiratory chain complex	Ubiquinone_Biosynthesis
Cre07.g345050			Cre07.g345050	nucleus DNA binding metal ion binding zinc ion binding transcription cis-regulatory region binding DNA-binding transcription activator activity positive regulation of DNA-templated transcription	Unknown
Cre07.g343050			Cre07.g343050	Unknown	Unknown
Cre07.g343466			Cre07.g343466	kinase activity transferase activity chloroplast membrane phytol kinase activity	Vitamin_E_Tocopherol
Cre07.g352150			Cre07.g352150	ATP binding protein kinase activity protein phosphorylation	Protein_Kinase_Signalling
Cre07.g332450			Cre07.g332450	thiamine biosynthetic process transferase activity metal ion binding thiamine diphosphate biosynthetic process	Vitamin_B1_Thiamine
Cre07.g325716			Cre07.g325716	ATP binding DNA binding DNA ligase (ATP) activity DNA recombination DNA repair DNA biosynthetic process nucleus nucleotide binding DNA damage response ligase activity DNA replication DNA ligase activity lagging strand elongation cell division DNA metabolic process	DNA_Repair
Cre07.g323950			Cre07.g323950	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen L-ascorbic acid binding oxidoreductase activity metal ion binding endoplasmic reticulum membrane dioxygenase activity endoplasmic reticulum procollagen-proline 4-dioxygenase activity	Proline
Cre07.g354100			Cre07.g354100	catalytic activity iron-sulfur cluster binding acyltransferase activity, transferring groups other than amino-acyl groups transferase activity RNA binding metal ion binding acyltransferase activity tRNA binding tRNA processing nucleus cytoplasm tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation tRNA uridine(34) acetyltransferase activity tRNA wobble uridine modification regulation of auxin mediated signaling pathway specification of plant organ axis polarity euchromatin cytosol	Auxin_IAA
Cre07.g331300			Cre07.g331300	biosynthetic process glycogen biosynthetic process glucose-1-phosphate adenylyltransferase activity transferase activity nucleotide binding catalytic activity nucleotidyltransferase activity starch biosynthetic process glucose-1-phosphate adenylyltransferase complex	Starch
Cre07.g337000			Cre07.g337000	carbon-sulfur lyase activity	Unknown
Cre07.g349750			Cre07.g349750	Unknown	Unknown
Cre07.g341950			Cre07.g341950	Unknown	Unknown
Cre07.g331100			Cre07.g331100	membrane cell periphery	Unknown
Cre07.g323890			Cre07.g323890	Unknown	Unknown
Cre07.g330800			Cre07.g330800	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre07.g339550			Cre07.g339550	Unknown	Unknown
Cre07.g352213			Cre07.g352213	Unknown	Unknown
Cre07.g340350			Cre07.g340350	Unknown	Unknown
Cre07.g320600			Cre07.g320600	Unknown	Unknown
Cre07.g358050			Cre07.g358050	protein binding	Unknown
Cre07.g353400			Cre07.g353400	Unknown	Unknown
Cre07.g345900			Cre07.g345900	ATP binding nucleic acid binding RNA processing ribonuclease III activity RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism nucleotide binding RNA binding helicase activity hydrolase activity regulatory ncRNA-mediated gene silencing nucleus regulation of gene expression double-stranded RNA binding gene expression	RNA_Processing
Cre07.g346950			Cre07.g346950	Unknown	Unknown
Cre07.g314500			Cre07.g314500	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity cytoplasm signal transduction	Serine
Cre07.g356600			Cre07.g356600	nucleus oxidoreductase activity metal ion binding dioxygenase activity nucleolus iron ion binding histone H3K36 demethylase activity histone H3K4 demethylase activity 2-oxoglutarate-dependent dioxygenase activity chromatin remodeling	Redox_Metabolism
Cre07.g315450			Cre07.g315450	Unknown	Unknown
Cre07.g345350			Cre07.g345350	nucleus regulation of DNA-templated transcription DNA-binding transcription factor activity, RNA polymerase II-specific RNA polymerase II cis-regulatory region sequence-specific DNA binding regulation of transcription by RNA polymerase II	Transcription
Cre07.g343789			Cre07.g343789	calcium ion binding	Unknown
